,Aggregated name,Species links,Catalogue of Fishes ID,Taxonomic standing,Eschmeyer accepted name 
fila.480,Chonerhinos-naritus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=23550,23550,Valid,Chonerhinos naritus
fila.481,Chromidotilapia-guntheri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=38329,38329,Valid,Chromidotilapia guntheri
fila.482,Chromobotia-macracanthus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48863,48863,Valid,Chromobotia macracanthus
fila.483,Chrosomus-eos,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47088,47088,Valid,Chrosomus eos
fila.484,Chrosomus-erythrogaster,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3092,3092,Valid,Chrosomus erythrogaster
fila.485,Chrysichthys-auratus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5577,5577,Valid,Chrysichthys auratus
fila.486,Chrysichthys-laticeps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53648,53648,Valid,Chrysichthys laticeps
fila.487,Chrysichthys-maurus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49186,49186,Valid,Chrysichthys maurus
fila.488,Chrysichthys-nigrodigitatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5576,5576,Valid,Chrysichthys nigrodigitatus
fila.489,Chrysichthys-turkana,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70380,70380,Valid,Chrysichthys turkana
fila.490,Cichla-intermedia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=22802,22802,Valid,Cichla intermedia
fila.491,Cichla-orinocensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=37493,37493,Valid,Cichla orinocensis
fila.492,Cirrhinus-cirrhosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3037,3037,Valid,Cirrhinus cirrhosus
fila.493,Cirrhinus-jullieni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29284,29284,Valid,Cirrhinus jullieni
fila.494,Cirrhinus-macrops,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29286,29286,Synonym,Cirrhinus cirrhosus
fila.495,Cirrhinus-microlepis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29288,29288,Valid,Cirrhinus microlepis
fila.496,Cirrhinus-molitorella,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2049,2049,Valid,Cirrhinus molitorella
fila.497,Citharidium-ansorgii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4259,4259,Valid,Citharidium ansorgii
fila.498,Citharinops-distichodoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4504,4504,Valid,Citharinops distichodoides
fila.499,Citharinus-citharus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4159,4159,Valid,Citharinus citharus
fila.500,Citharinus-eburneensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3773,3773,Valid,Citharinus eburneensis
fila.501,Clarias-agboyiensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9036,9036,Valid,Clarias agboyiensis
fila.502,Clarias-albopunctatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=26955,26955,Valid,Clarias albopunctatus
fila.503,Clarias-anguillaris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5471,5471,Valid,Clarias anguillaris
fila.504,Clarias-batrachus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4642,4642,Valid,Clarias batrachus
fila.505,Clarias-buthupogon,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53960,53960,Valid,Clarias buthupogon
fila.506,Clarias-cataractus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45016,45016,Valid,Clarias cataractus
fila.507,Clarias-ebriensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4648,4648,Valid,Clarias ebriensis
fila.508,Clarias-gariepinus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4652,4652,Valid,Clarias gariepinus
fila.509,Clarias-jaensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4656,4656,Valid,Clarias jaensis
fila.510,Clarias-macrocephalus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4662,4662,Valid,Clarias macrocephalus
fila.511,Clarias-macromystax,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48904,48904,Valid,Clarias macromystax
fila.512,Clarias-magur,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4663,4663,Synonym,Clarias magur
fila.513,Clarias-meladerma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49231,49231,Valid,Clarias meladerma
fila.514,Clarias-ngamensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4664,4664,Valid,Clarias ngamensis
fila.515,Clarias-theodorae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5961,5961,Valid,Clarias theodorae
fila.516,Clarotes-laticeps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5561,5561,Valid,Clarotes laticeps
fila.517,Clupanodon-thrissa,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1157,1157,Valid,Clupanodon thrissa
fila.518,Clupeichthys-aesarnensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8175,8175,Valid,Clupeichthys aesarnensis
fila.519,Clupeonella-cultriventris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1051,1051,Valid,Clupeonella cultriventris
fila.520,Clupisoma-garua,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5505,5505,Valid,Clupisoma garua
fila.521,Clupisoma-longianale,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8891,8891,Valid,Clupisoma longianale
fila.522,Clupisoma-naziri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4611,4611,Valid,Clupisoma naziri
fila.523,Clupisoma-sinense,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8892,8892,Valid,Laides sinensis
fila.524,Clypeobarbus-hypsolepis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1585,1585,Valid,Clypeobarbus hypsolepis
fila.525,Cobitis-taenia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3032,3032,Valid,Cobitis taenia
fila.526,Cobitis-tanaitica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6300,6300,Valid,Cobitis tanaitica
fila.527,Cochlefelis-burmanicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4708,4708,Valid,Arius burmanicus
fila.528,Coilia-dussumieri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59207,59207,Valid,Coilia dussumieri
fila.529,Coilia-lindmani,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58527,58527,Valid,Coilia lindmani
fila.530,Coilia-mystus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1159,1159,Valid,Coilia mystus
fila.531,Coilia-nasus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4584,4584,Valid,Coilia nasus
fila.532,Coilia-neglecta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62133,62133,Valid,Coilia neglecta
fila.533,Coilia-ramcarati,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58530,58530,Valid,Coilia ramcarati
fila.534,Coilia-reynaldi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58529,58529,Valid,Coilia reynaldi
fila.535,Colomesus-asellus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63834,63834,Valid,Sphoeroides asellus
fila.536,Colossoma-macropomum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4048,4048,Valid,Colossoma macropomum
fila.537,Comephorus-baikalensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43253,43253,Valid,Comephorus baikalensis
fila.538,Comephorus-dybowskii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43254,43254,Valid,Comephorus dybowski
fila.539,Congresox-talabon,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64141,64141,Valid,Congresox talabon
fila.540,Congresox-talabonoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57817,57817,Valid,Congresox talabonoides
fila.541,Conorhynchos-conirostris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5581,5581,Valid,Conorhynchos conirostris
fila.542,Coptodon-dageti,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=22761,22761,Valid,Coptodon dageti
fila.543,Coptodon-rendalli,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16590,16590,Valid,Coptodon rendalli
fila.544,Coptodon-zillii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16628,16628,Valid,Coptodon zillii
fila.545,Coregonus-albula,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=67718,67718,Valid,Coregonus albula
fila.546,Coregonus-anaulorum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=68536,68536,Valid,Coregonus anaulorum
fila.547,Coregonus-artedi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10858,10858,Valid,Coregonus artedi
fila.548,Coregonus-autumnalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10470,10470,Valid,Coregonus autumnalis
fila.549,Coregonus-baerii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10488,10488,Valid,Coregonus baerii
fila.550,Coregonus-clupeaformis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10478,10478,Valid,Coregonus clupeaformis
fila.551,Coregonus-gutturosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64225,64225,Valid,Coregonus gutturosus
fila.552,Coregonus-hoyi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10483,10483,Valid,Coregonus hoyi
fila.553,Coregonus-huntsmani,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62276,62276,Valid,Coregonus huntsmani
fila.554,Coregonus-laurettae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10486,10486,Valid,Coregonus laurettae
fila.555,Coregonus-lavaretus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10795,10795,Valid,Coregonus lavaretus
fila.556,Coregonus-maraena,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27993,27993,Valid,Coregonus maraena
fila.557,Coregonus-megalops,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64439,64439,Valid,Coregonus megalops
fila.558,Coregonus-migratorius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10475,10475,Valid,Coregonus migratorius
fila.559,Coregonus-muksun,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10516,10516,Valid,Coregonus muksun
fila.560,Coregonus-nasus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10517,10517,Valid,Coregonus nasus
fila.561,Coregonus-nelsonii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10480,10480,Valid,Coregonus nelsonii
fila.562,Coregonus-oxyrinchus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10505,10505,Valid,Coregonus oxyrinchus
fila.563,Coregonus-pallasii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28012,28012,Valid,Coregonus pallasii
fila.564,Coregonus-peled,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10521,10521,Valid,Coregonus peled
fila.565,Coregonus-pidschian,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28014,28014,Valid,Coregonus pidschian
fila.566,Coregonus-reighardi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10523,10523,Valid,Coregonus reighardi
fila.567,Coregonus-renke,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28058,28058,Valid,Coregonus renke
fila.568,Coregonus-sardinella,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10524,10524,Valid,Coregonus sardinella
fila.569,Coregonus-subautumnalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28171,28171,Valid,Coregonus subautumnalis
fila.570,Coregonus-tugun,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10529,10529,Valid,Coregonus tugun
fila.571,Coregonus-ussuriensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10530,10530,Valid,Coregonus ussuriensis
fila.572,Coregonus-widegreni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10515,10515,Valid,Coregonus widegreni
fila.573,Coreius-guichenoti,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30628,30628,Valid,Coreius guichenoti
fila.574,Coreius-septentrionalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30592,30592,Valid,Coreius septentrionalis
fila.575,Corica-laciniata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57784,57784,Valid,Corica laciniata
fila.576,Coryogalops-william,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=22259,22259,Valid,Coryogalops william
fila.577,Cosmochilus-falcifer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29394,29394,Valid,Cosmochilus falcifer
fila.578,Cosmochilus-harmandi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3324,3324,Valid,Cosmochilus harmandi
fila.579,Cottocomephorus-inermis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43239,43239,Valid,Cottocomephorus inermis
fila.580,Cottus-aleuticus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43027,43027,Valid,Cottus aleuticus
fila.581,Cottus-amblystomopsis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43020,43020,Valid,Cottus amblystomopsis
fila.582,Cottus-asper,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43030,43030,Valid,Cottus asper
fila.583,Cottus-bairdii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43034,43034,Valid,Cottus bairdii
fila.584,Cottus-carolinae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43039,43039,Valid,Cottus carolinae
fila.585,Cottus-extensus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=24687,24687,Valid,Cottus extensus
fila.586,Cottus-gobio,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19556,19556,Valid,Cottus gobio
fila.587,Cottus-hangiongensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43073,43073,Valid,Cottus hangiongensis
fila.588,Cottus-kazika,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43074,43074,Valid,Rheopresbe kazika
fila.589,Cottus-nozawae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43079,43079,Valid,Cottus nozawae
fila.590,Cottus-pollux,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43083,43083,Valid,Cottus pollux
